Index,PartNumber_TLN_BOM,PartNumber_BOM_BOM,Match,Component,Description,End of Prod,Status,Life__Years,EOSL,flag_raise_in_gp,Remark
801,,CKB72015,exact,MoldedBreaker,"3P,400A,25KA,480V,ETN,100%,LUGS,TM ",,Active,14,,TRUE,Molded Breaker
802,,CKB72016,exact,MoldedBreaker,"3P,800A,85KA,480V,ETN PD5,100%,NO  ",,Active,14,,TRUE,Molded Breaker
803,,CKB72043,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,LUGS,TM ",,Active,14,,TRUE,Molded Breaker
804,,CKB72045,exact,MoldedBreaker,"3P,200A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
805,,CKB72047,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,NO TERM ",,Active,14,,TRUE,Molded Breaker
806,,CKB72075,exact,MoldedBreaker,"3P,800A,65KA,480V,SQD,100%,LUGS,LI ",,Active,14,,TRUE,Molded Breaker
807,,CKB72076,exact,MoldedBreaker,"3P,200A,35KA,480V,SQD,80%,I-LINE,TM",,Active,14,,TRUE,Molded Breaker
808,,CKB72078,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
809,,CKB72087,exact,MoldedBreaker,"3P,175A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
810,,CKB72099,exact,MoldedBreaker,"3P,250A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
811,,CKB72140,exact,MoldedBreaker,"3P,600A,200KA,480V,SQD,80%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
812,,CKB72160,exact,MoldedBreaker,"3P,1200A,50KA,480V,ETN,80%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
813,,CKB72167,exact,MoldedBreaker,"3P,175A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
814,,CKB72206,exact,MoldedBreaker,"3P,100A,25KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
815,,CKB72251,exact,MoldedBreaker,"3P,225A,35KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
816,,CKB72262,exact,MoldedBreaker,"3P,225A,65KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
817,,CKB72301,exact,MoldedBreaker,"3P,80A,35KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
818,,CKB72306,exact,MoldedBreaker,"3P,400A,25KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
819,,CKB72307,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
820,,CKB72318,exact,MoldedBreaker,"3P,250A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
821,,CKB72332,exact,MoldedBreaker,"3P,800A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
822,,CKB72375,exact,MoldedBreaker,"3P,225A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
823,,CKB72480,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
824,,CKB72572,exact,MoldedBreaker,"3P,225A,25KA,480V,ETN,100%,LUGS,T/M",,Active,14,,TRUE,Molded Breaker
825,,CKB72645,exact,MoldedBreaker,"3P,250A,35KA,480V,ETN,100%,LUGS,T/M",,Active,14,,TRUE,Molded Breaker
826,,CKB72669,exact,MoldedBreaker,"3P,600A,80%,25K@480V,LSI,PDG3",,Active,14,,TRUE,Molded Breaker
827,,CKB72707,exact,MoldedBreaker,"3P,1600A,65KAIC@480V,100%,LSI,ARMS",,Active,14,,TRUE,Molded Breaker
828,,CKB72707T,exact,MoldedBreaker,"NETA,3P,1600A,65K@480V,100%,LSI,ARM",,Active,14,,TRUE,Molded Breaker
829,,CKB72708,exact,MoldedBreaker,"3P,600A,65KAIC@208V,100%,LSI       ",,Active,14,,TRUE,Molded Breaker
830,,CKB72719,exact,MoldedBreaker,"3P,250A,25KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
831,,CKB72796,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
832,,CKB72982,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,100%,LOAD LUG",,Active,14,,TRUE,Molded Breaker
833,,CKB72999,exact,MoldedBreaker,"3P,125A,35KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
834,,CKB73002,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
835,,CKB73007,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
836,,CKB73008,exact,MoldedBreaker,"3P,225A,35KA,480V,ETN,80%,LUGS,LSIG",,Active,14,,TRUE,Molded Breaker
837,,CKB73009,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,LUGS,LSIG",,Active,14,,TRUE,Molded Breaker
838,,CKB73050,exact,MoldedBreaker,"3P,125A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
839,,CKB73051,exact,MoldedBreaker,"3P,500A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
840,,CKB73097,exact,MoldedBreaker,"3P,600A,100KA,480V,ETN,80%,NO TERM ",,Active,14,,TRUE,Molded Breaker
841,,CKB73165,exact,MoldedBreaker,"3P,250A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
842,,CKB73172,exact,MoldedBreaker,"3P,90A,25KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
843,,CKB73174,exact,MoldedBreaker,"3P,175A,25KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
844,,CKB73302,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
845,,CKB73312,exact,MoldedBreaker,"3P,15A,35KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
846,,CKB73319,exact,MoldedBreaker,"CB 3P 800A, 80%,LSI,PD4,65KA@480V",,Active,14,,TRUE,Molded Breaker
847,,CKB73321,exact,MoldedBreaker,"CB 3P 250A,100%,LSI,PD3,65KA@208V",,Active,14,,TRUE,Molded Breaker
848,,CKB73335,exact,MoldedBreaker,"3P,125A,25KA,480V,ETN,100%,LUGS,T/M",,Active,14,,TRUE,Molded Breaker
849,,CKB73336,exact,MoldedBreaker,"3P,60A,25KA,480V,ETN,100%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
850,,CKB73338,exact,MoldedBreaker,"CB,3P,2500AF/1600AT,65KAIC@480V",,Active,14,,TRUE,Molded Breaker
851,,CKB73339,exact,MoldedBreaker,"3P,350A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
852,,CKB73341,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
853,,CKB73342T,exact,MoldedBreaker,"NETA,3P 1200AF/1000AT,100%,65KA@480",,Active,14,,TRUE,Molded Breaker
854,,CKB73343,exact,MoldedBreaker,"3P,800A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
855,,CKB73378,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
856,,CKB73380,exact,MoldedBreaker,"3P,250A,65KA,480V,SQD,80%,LUGS,LI  ",,Active,14,,TRUE,Molded Breaker
857,,CKB73390,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,100%,FRM ONLY",,Active,14,,TRUE,Molded Breaker
858,,CKB73443,exact,MoldedBreaker,"3P,100A,35KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
859,,CKB73444,exact,MoldedBreaker,"3P,60A,35KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
860,,CKB73447,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,80%,LUGS,LSI ",,Active,14,,TRUE,Molded Breaker
861,,CKB73449,exact,MoldedBreaker,"3P,225A,25KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
862,,CKB73462,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,FRM ONLY",,Active,14,,TRUE,Molded Breaker
863,,CKB73464,exact,MoldedBreaker,"3P,400A,35KA,480V,SQD,80%,LUGS,LI  ",,Active,14,,TRUE,Molded Breaker
864,,CKB73465,exact,MoldedBreaker,"3P,500A,35KA,480V,SQD,80%,LUGS,LI  ",,Active,14,,TRUE,Molded Breaker
865,,CKB73486,exact,MoldedBreaker,"PDG4,3P,800A,65KA/480V,FRAME ONLY  ",,Active,14,,TRUE,Molded Breaker
866,,CKB73488,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
867,,CKB73494,exact,MoldedBreaker,"3P,100A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
868,,CKB73500,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
869,,CKB73506,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
870,,CKB73507,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
871,,CKB73508,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
872,,CKB73547,exact,MoldedBreaker,"PLU703M-K20-V1,14KA,20A,3P         ",,Active,14,,TRUE,Molded Breaker
873,,CKB73549,exact,MoldedBreaker,"PLU703M-K30-V1,14KA,30A,3P         ",,Active,14,,TRUE,Molded Breaker
874,,CKB73559,exact,MoldedBreaker,"3P,100A,TM TRIP,65KA@208V,ETN PD2  ",,Active,14,,TRUE,Molded Breaker
875,,CKB73560,exact,MoldedBreaker,"3P,200A,TM TRIP,65KA@208V,ETN PD2  ",,Active,14,,TRUE,Molded Breaker
876,,CKB73562,exact,MoldedBreaker,"3P,800A,E-TRIP,LSI,65KA@408V,ETN   ",,Active,14,,TRUE,Molded Breaker
877,,CKB73586,exact,MoldedBreaker,"3P,500A,35KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
878,,CKB73587,exact,MoldedBreaker,"3P,225A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
879,,CKB73588,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
880,,CKB73603,exact,MoldedBreaker,"3P,225A,25KA,480V,ABB,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
881,,CKB73668,exact,MoldedBreaker,"3P,AL,TERM KIT,500-750KCMIL,1HOLE",,Active,14,,TRUE,Molded Breaker
882,,CKB73762,exact,MoldedBreaker,"3P,1600A,65KA,480V,ETN,PXR20 LSI   ",,Active,14,,TRUE,Molded Breaker
883,,CKB73763,exact,MoldedBreaker,"3P,1600A,65KA,480V,ETN,FRAME ONLY  ",,Active,14,,TRUE,Molded Breaker
884,,CKB73790,exact,MoldedBreaker,"3P,400AF/AT,80%,65KA@208V,TM TRIP",,Active,14,,TRUE,Molded Breaker
885,,CKB73819,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
886,,CKB73820,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
887,,CKB73965,exact,MoldedBreaker,"3P,700A,35KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
888,,CKB74003,exact,MoldedBreaker,"CB 3P 800AT\800AF,  80%, 35KA@480V ",,Active,14,,TRUE,Molded Breaker
889,,CKB74042,exact,MoldedBreaker,"3P,500A,35KA,480V,ETN,80%,LUGS,TM  ",,Active,14,,TRUE,Molded Breaker
890,,CKB74050,exact,MoldedBreaker,"PD2,3P,THERMAL MAG,225A,EATON      ",,Active,14,,TRUE,Molded Breaker
891,,CKB74051T,exact,MoldedBreaker,"CB3P,250Amp,100%,LSI,65KA@208V,TST ",,Active,14,,TRUE,Molded Breaker
892,,CKB74068,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
893,,CKB74089,exact,MoldedBreaker,"3P,1200A,80%,LI,65K@480,120VAC SHNT",,Active,14,,TRUE,Molded Breaker
894,,CKB74089T,exact,MoldedBreaker,"3P,1200A,80%,LI,65K@480,120VAC,NETA",,Active,14,,TRUE,Molded Breaker
895,,CKB74099,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,100%, LOAD   ",,Active,14,,TRUE,Molded Breaker
896,,CKB74108,exact,MoldedBreaker,"EATON,3P,350A,25KA@480,T-MAG,PD3   ",,Active,14,,TRUE,Molded Breaker
897,,CKB74109,exact,MoldedBreaker,"EATON,3P,350A,25KA@480,T-MAG,PD3   ",,Active,14,,TRUE,Molded Breaker
898,,CKB74110,exact,MoldedBreaker,"EATON,3P,250A,25KA@480,T-MAG,PD3   ",,Active,14,,TRUE,Molded Breaker
899,,CKB74153,exact,MoldedBreaker,"3P,1200A,80%,65KA@480,LSIG,ARMS,PD5",,Active,14,,TRUE,Molded Breaker
900,,CKB74424,exact,MoldedBreaker,"CB,3P,20A,100KA@208,TM TRIP,80%,PD2",,Active,14,,TRUE,Molded Breaker
901,,CKB74425,exact,MoldedBreaker,"3P,100A,100KA@208,TM TRIP,80%,PD2  ",,Active,14,,TRUE,Molded Breaker
902,,CKB74425T,exact,MoldedBreaker,"3P,100A,100KA@208,TM TRIP,80%,NETA ",,Active,14,,TRUE,Molded Breaker
903,,CKB74426,exact,MoldedBreaker,"3P,225A,100KA@208,TM TRIP,80%,PD2  ",,Active,14,,TRUE,Molded Breaker
904,,CKB74426T,exact,MoldedBreaker,"3P,225A,100KA@208,TM TRIP,80%,NETA ",,Active,14,,TRUE,Molded Breaker
905,,CKB74427,exact,MoldedBreaker,"3P,250A,100KA@208,TM TRIP,80%,PD3  ",,Active,14,,TRUE,Molded Breaker
906,,CKB74427T,exact,MoldedBreaker,"3P,250A,100KA@208,TM TRIP,80%,NETA ",,Active,14,,TRUE,Molded Breaker
907,,CKB74428,exact,MoldedBreaker,"3P,400A,100KA@208,TM TRIP,80%,PD3  ",,Active,14,,TRUE,Molded Breaker
908,,CKB74428T,exact,MoldedBreaker,"3P,400A,100KA@208,TM TRIP,80%,NETA ",,Active,14,,TRUE,Molded Breaker
909,,CKB74429,exact,MoldedBreaker,"CB,3P,800A,100KA@480,LSI,80%,PD5   ",,Active,14,,TRUE,Molded Breaker
910,,CKB74429T,exact,MoldedBreaker,"CB,3P,800A,100KA@480,LSI,80%,NETA  ",,Active,14,,TRUE,Molded Breaker
911,,CKB74430,exact,MoldedBreaker,"CB,3P,1200A,100KA@480,LSI,80%,PD5  ",,Active,14,,TRUE,Molded Breaker
912,,CKB74430T,exact,MoldedBreaker,"CB,3P,1200A,100KA@480,LSI,80%,NETA ",,Active,14,,TRUE,Molded Breaker
913,,CKB74451,exact,MoldedBreaker,"3P,600A,35KA/480V,FRM ONLY,NO TERM ",,Active,14,,TRUE,Molded Breaker
914,,CKB74454,exact,MoldedBreaker,"3P,225A,25KA/480V,FRM ONLY,NO TERM ",,Active,14,,TRUE,Molded Breaker
915,,CKB74455,exact,MoldedBreaker,"3P,60-225A,TERM KIT                ",,Active,14,,TRUE,Molded Breaker
916,,CKB74456,exact,MoldedBreaker,"PDG3,3P,400A,TRIP UNIT             ",,Active,14,,TRUE,Molded Breaker
917,,CKB74457,exact,MoldedBreaker,"PDG3,3P,600A,TRIP UNIT             ",,Active,14,,TRUE,Molded Breaker
918,,CKB74475,exact,MoldedBreaker,"3P,400A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
919,,CKB74476,exact,MoldedBreaker,"3P,175A,35KA,480V,ABB,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
920,,CKB74477,exact,MoldedBreaker,"3P,125A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
921,,CKB74478,exact,MoldedBreaker,"3P,150A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
922,,CKB74496,exact,MoldedBreaker,"ABB XT4, 3P, LOW PROFILE TERM COVER",,Active,14,,TRUE,Molded Breaker
923,,CKB74498,exact,MoldedBreaker,"ABB XT5, 3P, LOW PROFILE TERM COVER",,Active,14,,TRUE,Molded Breaker
924,,CKB74499T,exact,MoldedBreaker,"3P,800AMP,65KAIC@480V,80%,LSI,NETA ",,Active,14,,TRUE,Molded Breaker
925,,CKB74500,exact,MoldedBreaker,"3P,700A,65KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
926,,CKB74507,exact,MoldedBreaker,"3P,225A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
927,,CKB74508,exact,MoldedBreaker,"3P,200A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
928,,CKB74517,exact,MoldedBreaker,"3P,250A,100KA,480V,ETN,80%,NO TERM ",,Active,14,,TRUE,Molded Breaker
929,,CKB74518,exact,MoldedBreaker,"3P,225A,25KA,480V,ETN,80%,NO TERM  ",,Active,14,,TRUE,Molded Breaker
930,,CKB74522,exact,MoldedBreaker,"3P,15A,65KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
931,,CKB74539,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
932,,CKB74540,exact,MoldedBreaker,"3P,400A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
933,,CKB74542,exact,MoldedBreaker,"3P,400A,100KA,480V,ETN,80%,NO TERM ",,Active,14,,TRUE,Molded Breaker
934,,CKB74551,exact,MoldedBreaker,"3P,600A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
935,,CKB74553,exact,MoldedBreaker,"CB,3P,400A,65KA@208,80%,LSIG,PD3   ",,Active,14,,TRUE,Molded Breaker
936,,CKB74554,exact,MoldedBreaker,"CB,3P,250A,65KA@208,80%,LSIG,PD3   ",,Active,14,,TRUE,Molded Breaker
937,,CKB74556,exact,MoldedBreaker,"3P,500A,100KA,480V,ETN,80%,NO TERM,",,Active,14,,TRUE,Molded Breaker
938,,CKB74557,exact,MoldedBreaker,"3P,20A,35KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
939,,CKB74722,exact,MoldedBreaker,"ABB XT4,3P, HIGH PROFILE TERM COVER",,Active,14,,TRUE,Molded Breaker
940,,CKB74741,exact,MoldedBreaker,"3P,100A,35KA,480V,ABB,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
941,,CKB74786,exact,MoldedBreaker,"3P,1600,65KAIC,480,SQD,100%,LI     ",,Active,14,,TRUE,Molded Breaker
942,,CKB74884,exact,MoldedBreaker,"3P,600A,100%,LSI,PD3,ETN           ",,Active,14,,TRUE,Molded Breaker
943,,CKB74942,exact,MoldedBreaker,"3P,500A,65KA,480V,ETN,100%,TM      ",,Active,14,,TRUE,Molded Breaker
944,,CKB74943,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,100%,TM      ",,Active,14,,TRUE,Molded Breaker
945,,CKB74982,exact,MoldedBreaker,"3P,225,65KA,208,ETN,LUGS           ",,Active,14,,TRUE,Molded Breaker
946,,CKB75035,exact,MoldedBreaker,"3P,400A,100%LSI,65KA@480V,ARMS,RLY ",,Active,14,,TRUE,Molded Breaker
947,,CKB75036T,exact,MoldedBreaker,"CB,3P,800A,100%LSI,65KAIC@480V,NETA",,Active,14,,TRUE,Molded Breaker
948,,CKB75093,exact,MoldedBreaker,ETN 3P PD3 400A PLUG-IN BASE       ,,Active,14,,TRUE,Molded Breaker
949,,CKB75094,exact,MoldedBreaker,ETN 3P PD3 400A PLUG BASE PARTS KIT,,Active,14,,TRUE,Molded Breaker
950,,CKB75095,exact,MoldedBreaker,"3P,1600,65KAIC,480,ETN,100%,LI     ",,Active,14,,TRUE,Molded Breaker
951,,CKB75096,exact,MoldedBreaker,"3P,400A,65KAIC@480V,ETN,80%,Line   ",,Active,14,,TRUE,Molded Breaker
952,,CKB75144,exact,MoldedBreaker,"3P,800A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
953,,CKB75157,exact,MoldedBreaker,"3P,225A,65KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
954,,CKB75176,exact,MoldedBreaker,"3P,400A,25KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
955,,CKB75179,exact,MoldedBreaker,"3P,450A,65KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
956,,CKB75238,exact,MoldedBreaker,"3P,400A,35KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
957,,CKB75251,exact,MoldedBreaker,"3P,250A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
958,,CKB75285,exact,MoldedBreaker,"3P,100A,65KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
959,,CKB75298,exact,MoldedBreaker,KIT FCCUAL 4X4/0-500KCM XT7/M F 3PC,,Active,14,,TRUE,Molded Breaker
960,,CKB75299,exact,MoldedBreaker,KIT HR/VR E1.2-XT7-XT7M F 3PCS     ,,Active,14,,TRUE,Molded Breaker
961,,CKB75304,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,80%          ",,Active,14,,TRUE,Molded Breaker
962,,CKB75330,exact,MoldedBreaker,"3P,60A,35KA,480V,ETN,80%,LUGS,LSI  ",,Active,14,,TRUE,Molded Breaker
963,,CKB75337,exact,MoldedBreaker,"3P,150A,35KA@208V,ETN,LUGS,THERMAL ",,Active,14,,TRUE,Molded Breaker
964,,CKB75373,exact,MoldedBreaker,"60A,3P,600Y/347VAC,18KA,LUGS,80%,TM",,Active,14,,TRUE,Molded Breaker
965,,CKB75376,exact,MoldedBreaker,"400A,LSI TRIP,100%,3P,65KA,208VAC  ",,Active,14,,TRUE,Molded Breaker
966,,CKB75394,exact,MoldedBreaker,"3P,400A,50KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
967,,CKB75396,exact,MoldedBreaker,"3P,600A,25KA,480V,ETN,100%,LUGS,T/M",,Active,14,,TRUE,Molded Breaker
968,,CKB75404,exact,MoldedBreaker,KIT FC CuAl 2x95...240mm2 XT5 3pcs ,,Active,14,,TRUE,Molded Breaker
969,,CKB75409,exact,MoldedBreaker,PB 200mm 4pcs XT5 3p KIT PA.DI.PH.I,,Active,14,,TRUE,Molded Breaker
970,,CKB75434,exact,MoldedBreaker,"3P,50A,35KAIC@480V,ETN,80%,LUGS,T/M",,Active,14,,TRUE,Molded Breaker
971,,CKB75450,exact,MoldedBreaker,"3P,400A,50KA,480V,ETN,80%,NO TERM, ",,Active,14,,TRUE,Molded Breaker
972,,CKB75451,exact,MoldedBreaker,"3P,125A,25KA,480V,ETN,100%,LUGS,   ",,Active,14,,TRUE,Molded Breaker
973,,CKB75457,exact,MoldedBreaker,"3P,20A,25KA@480V,ETN,LUGS,T/M      ",,Active,14,,TRUE,Molded Breaker
974,,CKB75460,exact,MoldedBreaker,"3P,600A,65KA,480V,ETN,100%,LSI     ",,Active,14,,TRUE,Molded Breaker
975,,CKB75529,exact,MoldedBreaker,"3P,200A,35KA,480V,ETN,80%,LUGS,T/M ",,Active,14,,TRUE,Molded Breaker
976,,CKB75560,exact,MoldedBreaker,"3P,800A,65KA,480V,ETN,100%,NO TERM ",,Active,14,,TRUE,Molded Breaker
977,,CKB75614,exact,MoldedBreaker,"CB,3P,1200A,65KA@480VAC,100%,LSIG  ",,Active,14,,TRUE,Molded Breaker
978,,CKB75728,exact,MoldedBreaker,"3P,250A,25KA,480V,ETN,100%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
979,,CKB75773,exact,MoldedBreaker,"3P,500A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
980,,CKB75774,exact,MoldedBreaker,"3P,30A,35KA,480V,ETN,80%,LUGS,T/M  ",,Active,14,,TRUE,Molded Breaker
981,,CKB75821,exact,MoldedBreaker,"3P,1200A,65KA@480VAC,80%LSIG       ",,Active,14,,TRUE,Molded Breaker
982,,CKB75934,exact,MoldedBreaker,"3P,125A,65KA,480V,ETN,100%,LUGS,",,Active,14,,TRUE,Molded Breaker
983,,CKB75989,exact,MoldedBreaker,"3P,250A,65KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
984,,CKB75994,exact,MoldedBreaker,"3P,500A,35KA,480V,ETN,100%,NO TERM,",,Active,14,,TRUE,Molded Breaker
985,,CKB75995,exact,MoldedBreaker,"3P,400A,25KA,480V,ETN,80%,LUGS,LSI",,Active,14,,TRUE,Molded Breaker
986,,CKB76090,exact,MoldedBreaker,"3P,400AF/125AT,35KA@480VAC,80%,LSI",,Active,14,,TRUE,Molded Breaker
987,,CKBA72601,exact,MoldedBreaker,250A 3P BASE XT4 P FP 3P EF,,Active,14,,TRUE,Molded Breaker
988,,CKBA72612,exact,MoldedBreaker,"ABB XT4 250A,3P,CSA/UL,FIXED,EKIP  ",,Active,14,,TRUE,Molded Breaker
989,,CKBA72621,exact,MoldedBreaker,"CB,3P,125AF/60AT,65KA@480V         ",,Active,14,,TRUE,Molded Breaker
990,,CKBA72701,exact,MoldedBreaker,KIT HR/VR FP XT5 400A 3PCS UL,,Active,14,,TRUE,Molded Breaker
991,,CKBA72702,exact,MoldedBreaker,PB 200MM 4PCS XT5 3P KIT UL,,Active,14,,TRUE,Molded Breaker
992,,CKBA72705,exact,MoldedBreaker,"KIT,R FP,XT3-XT4,3PCS",,Active,14,,TRUE,Molded Breaker
993,,CKBP0011,exact,MoldedBreaker,"3P,600V,1200A,80%,65KAIC@480V,LI",,Active,14,,TRUE,Molded Breaker
994,,CKBP0065T,exact,MoldedBreaker,"CB3P3000AF\2000AT,100%,65kaic@480V ",,Active,14,,TRUE,Molded Breaker
995,,CKBP0066T,exact,MoldedBreaker,"CB 3P3000AF\1600AT,100%,65KAIC 208V",,Active,14,,TRUE,Molded Breaker
996,,CKBP0104,exact,MoldedBreaker,"CB3POLE250AF\250AT,100%,65KAIC@208 ",,Active,14,,TRUE,Molded Breaker
997,,CKBP0104T,exact,MoldedBreaker,"CB3POLE250AF\250AT,100%,65KAIC@208 ",,Active,14,,TRUE,Molded Breaker
998,,CKBP0163,exact,MoldedBreaker,"3P,1200AF\1200AT, 65KA@480VAC80%LSI",,Active,14,,TRUE,Molded Breaker
